./dataset/msra10k/msra/75717.jpg,./dataset/msra10k/msralabel/75717.jpg
./dataset/msra10k/msra/59550.jpg,./dataset/msra10k/msralabel/59550.jpg
./dataset/msra10k/msra/4303.jpg,./dataset/msra10k/msralabel/4303.jpg
./dataset/msra10k/msra/83832.jpg,./dataset/msra10k/msralabel/83832.jpg
./dataset/msra10k/msra/182577.jpg,./dataset/msra10k/msralabel/182577.jpg
./dataset/msra10k/msra/185701.jpg,./dataset/msra10k/msralabel/185701.jpg
./dataset/msra10k/msra/145766.jpg,./dataset/msra10k/msralabel/145766.jpg
./dataset/msra10k/msra/57302.jpg,./dataset/msra10k/msralabel/57302.jpg
./dataset/msra10k/msra/170096.jpg,./dataset/msra10k/msralabel/170096.jpg
./dataset/msra10k/msra/7270.jpg,./dataset/msra10k/msralabel/7270.jpg
./dataset/msra10k/msra/36781.jpg,./dataset/msra10k/msralabel/36781.jpg
./dataset/msra10k/msra/32338.jpg,./dataset/msra10k/msralabel/32338.jpg
./dataset/msra10k/msra/166153.jpg,./dataset/msra10k/msralabel/166153.jpg
./dataset/msra10k/msra/208712.jpg,./dataset/msra10k/msralabel/208712.jpg
./dataset/msra10k/msra/53680.jpg,./dataset/msra10k/msralabel/53680.jpg
./dataset/msra10k/msra/42881.jpg,./dataset/msra10k/msralabel/42881.jpg
./dataset/msra10k/msra/5363.jpg,./dataset/msra10k/msralabel/5363.jpg
./dataset/msra10k/msra/131610.jpg,./dataset/msra10k/msralabel/131610.jpg
./dataset/msra10k/msra/175174.jpg,./dataset/msra10k/msralabel/175174.jpg
./dataset/msra10k/msra/178145.jpg,./dataset/msra10k/msralabel/178145.jpg
./dataset/msra10k/msra/148152.jpg,./dataset/msra10k/msralabel/148152.jpg
./dataset/msra10k/msra/51781.jpg,./dataset/msra10k/msralabel/51781.jpg
./dataset/msra10k/msra/192893.jpg,./dataset/msra10k/msralabel/192893.jpg
./dataset/msra10k/msra/97845.jpg,./dataset/msra10k/msralabel/97845.jpg
./dataset/msra10k/msra/141598.jpg,./dataset/msra10k/msralabel/141598.jpg
./dataset/msra10k/msra/204213.jpg,./dataset/msra10k/msralabel/204213.jpg
./dataset/msra10k/msra/879.jpg,./dataset/msra10k/msralabel/879.jpg
./dataset/msra10k/msra/167483.jpg,./dataset/msra10k/msralabel/167483.jpg
./dataset/msra10k/msra/202964.jpg,./dataset/msra10k/msralabel/202964.jpg
./dataset/msra10k/msra/75208.jpg,./dataset/msra10k/msralabel/75208.jpg
./dataset/msra10k/msra/166680.jpg,./dataset/msra10k/msralabel/166680.jpg
./dataset/msra10k/msra/99034.jpg,./dataset/msra10k/msralabel/99034.jpg
./dataset/msra10k/msra/176474.jpg,./dataset/msra10k/msralabel/176474.jpg
./dataset/msra10k/msra/74193.jpg,./dataset/msra10k/msralabel/74193.jpg
./dataset/msra10k/msra/153280.jpg,./dataset/msra10k/msralabel/153280.jpg
./dataset/msra10k/msra/101968.jpg,./dataset/msra10k/msralabel/101968.jpg
./dataset/msra10k/msra/20188.jpg,./dataset/msra10k/msralabel/20188.jpg
./dataset/msra10k/msra/163456.jpg,./dataset/msra10k/msralabel/163456.jpg
./dataset/msra10k/msra/547.jpg,./dataset/msra10k/msralabel/547.jpg
./dataset/msra10k/msra/61059.jpg,./dataset/msra10k/msralabel/61059.jpg
./dataset/msra10k/msra/31764.jpg,./dataset/msra10k/msralabel/31764.jpg
./dataset/msra10k/msra/158143.jpg,./dataset/msra10k/msralabel/158143.jpg
./dataset/msra10k/msra/188821.jpg,./dataset/msra10k/msralabel/188821.jpg
./dataset/msra10k/msra/202920.jpg,./dataset/msra10k/msralabel/202920.jpg
./dataset/msra10k/msra/60758.jpg,./dataset/msra10k/msralabel/60758.jpg
./dataset/msra10k/msra/203849.jpg,./dataset/msra10k/msralabel/203849.jpg
./dataset/msra10k/msra/160390.jpg,./dataset/msra10k/msralabel/160390.jpg
./dataset/msra10k/msra/26945.jpg,./dataset/msra10k/msralabel/26945.jpg
./dataset/msra10k/msra/105511.jpg,./dataset/msra10k/msralabel/105511.jpg
./dataset/msra10k/msra/117662.jpg,./dataset/msra10k/msralabel/117662.jpg
./dataset/msra10k/msra/86973.jpg,./dataset/msra10k/msralabel/86973.jpg
./dataset/msra10k/msra/93459.jpg,./dataset/msra10k/msralabel/93459.jpg
./dataset/msra10k/msra/48240.jpg,./dataset/msra10k/msralabel/48240.jpg
./dataset/msra10k/msra/165000.jpg,./dataset/msra10k/msralabel/165000.jpg
./dataset/msra10k/msra/94139.jpg,./dataset/msra10k/msralabel/94139.jpg
./dataset/msra10k/msra/188080.jpg,./dataset/msra10k/msralabel/188080.jpg
./dataset/msra10k/msra/193944.jpg,./dataset/msra10k/msralabel/193944.jpg
./dataset/msra10k/msra/97424.jpg,./dataset/msra10k/msralabel/97424.jpg
./dataset/msra10k/msra/173895.jpg,./dataset/msra10k/msralabel/173895.jpg
./dataset/msra10k/msra/169889.jpg,./dataset/msra10k/msralabel/169889.jpg
./dataset/msra10k/msra/74124.jpg,./dataset/msra10k/msralabel/74124.jpg
./dataset/msra10k/msra/191527.jpg,./dataset/msra10k/msralabel/191527.jpg
./dataset/msra10k/msra/23645.jpg,./dataset/msra10k/msralabel/23645.jpg
./dataset/msra10k/msra/73981.jpg,./dataset/msra10k/msralabel/73981.jpg
./dataset/msra10k/msra/120196.jpg,./dataset/msra10k/msralabel/120196.jpg
./dataset/msra10k/msra/140120.jpg,./dataset/msra10k/msralabel/140120.jpg
./dataset/msra10k/msra/130520.jpg,./dataset/msra10k/msralabel/130520.jpg
./dataset/msra10k/msra/76340.jpg,./dataset/msra10k/msralabel/76340.jpg
./dataset/msra10k/msra/107572.jpg,./dataset/msra10k/msralabel/107572.jpg
./dataset/msra10k/msra/170285.jpg,./dataset/msra10k/msralabel/170285.jpg
./dataset/msra10k/msra/62231.jpg,./dataset/msra10k/msralabel/62231.jpg
./dataset/msra10k/msra/98077.jpg,./dataset/msra10k/msralabel/98077.jpg
./dataset/msra10k/msra/78701.jpg,./dataset/msra10k/msralabel/78701.jpg
./dataset/msra10k/msra/26013.jpg,./dataset/msra10k/msralabel/26013.jpg
./dataset/msra10k/msra/188571.jpg,./dataset/msra10k/msralabel/188571.jpg
./dataset/msra10k/msra/5824.jpg,./dataset/msra10k/msralabel/5824.jpg
./dataset/msra10k/msra/129870.jpg,./dataset/msra10k/msralabel/129870.jpg
./dataset/msra10k/msra/98965.jpg,./dataset/msra10k/msralabel/98965.jpg
./dataset/msra10k/msra/170125.jpg,./dataset/msra10k/msralabel/170125.jpg
./dataset/msra10k/msra/43497.jpg,./dataset/msra10k/msralabel/43497.jpg
./dataset/msra10k/msra/48840.jpg,./dataset/msra10k/msralabel/48840.jpg
